price,area_m2,bedrooms,bathrooms,vagas,endereco,description
240000,69,2,1,2,"Rua Recanto Tranquilo, Itaperi","Apartamento com 2 Dormitórios, 1 Suíte, 2 Garagens, 1 Banheiro, Ar Condicionado, Área de Serviço, Cozinha americana"
429999,95,3,3,2,"Rua Nunes Valente, Fortaleza","Condomínio Edifício Viscaya Gardens - Rua Nunes Valente, 685 - Meireles- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Móveis projetados- Elevador- Ac..."
410000,70,3,3,2,"Rua Ricardo Castro Macedo, Engenheiro Luciano Cavalcante","(LL) TR18528[Villa Passaredo]: Oportunidade de morar no condomínio Villa Passaredo que traz um em seu conceito, a arquitetura moderna e arrojada , não deixando de lado o co..."
556000,86,2,3,2,"Rua da Paz, Mucuripe","Ed Hiperion, à 200 metros da Beira-mar, Mucuripe, ótimo apartamento, andar alto, com 86m², 02 suítes, varanda com vista mar, lavabo, 02 vagas de garagem. Área de lazer com piscina,..."
255000,73,3,2,1,"Rua Licurgo Montenegro, Cachoeirinha","Ótimo apartamento no Condomínio Três Estrelas, próximo ao colégio Santa Izabel, UFC, novo shopping Rio Mar do bairro Presidente Kennedy, com fácil acesso para Avenidas Jovita Feito..."
520000,124,3,4,2,"Varjota, Fortaleza",Excelente apartamento na Varjota com 123 metros3 quartos sendo 2 suítesDependência completa2 vagas Totalmente nascenteLazer completo e totalmente reformadoAmplo jardimCampinho de f...
550000,105,3,2,2,"José Bonifácio, Fortaleza","Apartamento Totalmente Nascente São 3 dormitórios + dependênciasendo 1 suíte master com closet, recém instalado, ampla sala em L, varanda, área de serviço e cozinha recém projetada..."
350000,80,3,2,1,"Rua Comandante Prata, Meireles",Apartamento a dois quarteiroes da beira marEntre beira mar e aboliçãoAtrás do Coco Bambu -
550000,74,3,2,2,"Rua Frei Mansueto, Meireles","Marées Residence, Meireles.Apartamento, 500 metros da Beira Mar, vista mar, 74m², 3 quartos, sendo 2 suítes, WC social, 2 vagas, lazer completo.. -"
240000,69,2,1,2,"Rua Recanto Tranquilo, Itaperi","Apartamento com 2 Dormitórios, 1 Suíte, 2 Garagens, 1 Banheiro, Ar Condicionado, Área de Serviço, Cozinha americana"
429999,95,3,3,2,"Rua Nunes Valente, Fortaleza","Condomínio Edifício Viscaya Gardens - Rua Nunes Valente, 685 - Meireles- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Móveis projetados- Elevador- Ac..."
410000,70,3,3,2,"Rua Ricardo Castro Macedo, Engenheiro Luciano Cavalcante","(LL) TR18528[Villa Passaredo]: Oportunidade de morar no condomínio Villa Passaredo que traz um em seu conceito, a arquitetura moderna e arrojada , não deixando de lado o co..."
556000,86,2,3,2,"Rua da Paz, Mucuripe","Ed Hiperion, à 200 metros da Beira-mar, Mucuripe, ótimo apartamento, andar alto, com 86m², 02 suítes, varanda com vista mar, lavabo, 02 vagas de garagem. Área de lazer com piscina,..."
255000,73,3,2,1,"Rua Licurgo Montenegro, Cachoeirinha","Ótimo apartamento no Condomínio Três Estrelas, próximo ao colégio Santa Izabel, UFC, novo shopping Rio Mar do bairro Presidente Kennedy, com fácil acesso para Avenidas Jovita Feito..."
438900,85,3,1,1,"Rua Odette Pacheco, Monte Castelo","Condomínio com 45 apartamentos sendo 03 por andar .15 pavimentos com 02 elevadores sendo (01 social) e ( 01 serviço) Tipo A 85,6 m²  Tipo 86,45 m² Apartamentos..."
520000,124,3,4,2,"Varjota, Fortaleza",Excelente apartamento na Varjota com 123 metros3 quartos sendo 2 suítesDependência completa2 vagas Totalmente nascenteLazer completo e totalmente reformadoAmplo jardimCampinho de f...
550000,82,3,4,2,"Rua Gontran Giffoni, Guararapes","Melhor coluna e andar no SUMMER PARK! Documentação regularizada, quitado e sem hipoteca. Pronto para escriturar! Repasse Apartamento com 82,00m2 de área privativa, com uma área de..."
654000,100,3,4,2,"Rua Ministro Abner de Vasconcelos, Sapiranga",FERNANDO ROCHA RESIDENCEFernando Rocha Residence – Apartamento na Sapiranga [ Apartamento a venda com 03 Quartos na Sapiranga ]: Uma grande oportunidade para você morar...
477000,75,3,2,2,"Avenida Luís Viêira, Manoel Dias Branco","Localizado numa das áreas mais estratégicas da cidade, próximo do mar, Talassa Dunas Residence segue o conceito de condomínio clube. A implantação de duas torres de apartamentos co..."
298000,70,3,4,2,"Rua Pereira de Miranda, Papicu","Vendo Apartamento 70m² , 03 suítes, sala de estar e jantar com varanda, cozinha americana, armários, área de serviço, wc social, 02 vagas de garagem paralelas .Condomínio com q..."
405000,85,3,2,2,"Sao Gerardo, Fortaleza",Apartamento Novo no Monte Castelo Próximo ao Polo de Lazer M O N T E C A S T E L O Você conhece o bairro Monte Castelo? Trata-se de um dos bairros mais tradicionais de Fortaleza. O...
300000,85,3,3,2,"Rua Paulo Faustino, Engenheiro Luciano Cavalcante","APARTAMENTO PARA VENDA NO ENG. LUCIANO CAVALCANTE! REF: 9034Excelente apartamento apenas 2 quadras da Av. Washington Soares, ao lado do novo TRE. Próximo ao shopping Iguate..."
480000,120,3,4,2,"Papicu, Fortaleza","Aconchegante Apartamento à Venda, PapicuEdifício Nebraska, apartamento com 119m², 3 suítes, sala 3 ambientes, piso granito, dependência completa, móveis projetados, totalmente nasc..."
390000,110,3,3,2,"Fátima, Fortaleza","Excelente apartamento de 110 m2 com 3 dorm sendo 1 suite + 1 reversível, sacada na sala e Quarto Casal, DCE, 2 vagas, com Salão de Festas panorâmico, Deck com Churrasqueira, elevad..."
525000,74,3,1,2,"Avenida Comodoro Estácio Brígido, Engenheiro Luciano Cavalcante","O apartamento está localizado no bairro Engenheiro Luciano Cavalcante com 74 metros quadrados com 3 quartos sendo 2 suítes e 1 banheiro. Valores promocionais sujeito a alteração,"
440000,114,3,1,2,"Rua Antônio Augusto, Meireles","Excelente localização, próximo aos Hospitais Gênesis e São Lucas, Supermercado Pão de Açúcar, Colégio Militar, diversos restaurantes, farmácias e muito mais. Apartamento composto p..."
490000,75,3,2,2,"Avenida dos Expedicionários, Benfica",CÓDIGO: (EXR) TR34185APARTAMENTO NO BAIRRO DE FÁTIMAApartamento com 03 Quartos no Bairro de FátimaQue tal morar no melhor do Bairro de Fátima com as melhore...
500000,76,3,2,2,"Avenida Comodoro Estácio Brígido, Engenheiro Luciano Cavalcante","O apartamento no bairro Engenheiro Luciano Cavalcante possui 76 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros. Fica a apenas alguns instantes de transporte coletivo,..."
500000,76,3,3,2,"Rua Monsenhor Carneiro da Cunha, Engenheiro Luciano Cavalcante",O apartamento está localizado no bairro Engenheiro Luciano Cavalcante tem 76 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. Fica a alguns minutos de transporte coleti...
555000,140,3,5,2,"Rua Visconde de Mauá, Dionísio Torres","Ótimo apartamento vizinho à Praça da Imprensa, Dionísio Torres, com 03 suítes, varanda, lavabo, dce, 02 vagas de garagem. Condomínio com portaria 24hrs, salão de festas climatizado..."
350000,100,3,2,3,"Rua Oliveira Viana, Papicu","EXCELENTE APARTAMENTO À VENDA NO PAPICU!Apartamento maravilhoso, de 100 m², com 03 quartos, sendo 01 suíte, banheiro social, sala ampla em L com dois ambientes, banheiro pa..."
250000,71,2,2,1,"Rua Barão do Rio Branco, José Bonifácio","Apartamento à venda, 71 m² por R$ 250.000,00 - José Bonifácio - Fortaleza/CEÓtimo apartamento no bairro José Bonifácio com dois quartos, cozinha, dependência completa de empreg..."
219000,65,3,2,2,"Rua Coronel Manuel Albano, Maraponga","Apartamento com 3 quartos e duas vagas na Maraponga - Fortaleza -CE.UM PROJETO PARA SE APAIXONAR!!Imagine morar perto da Avenida Godofredo Maciel, de lojas e restaurant..."
250000,116,3,2,2,"Rua Manuel Queiros, Cocó","Apartamento desocupado perto de farmácias, padarias, Picanha do Miguel, Picuí, pizzarias, supermercado. -"
280000,118,3,2,1,"Rua Rúbia Sampaio, Farias Brito","Apartamento com características de amplidão. Muito bem conservado, não necessita de grandes reparos. Composto de sala de visita, sala de jantar, 3 dormitórios sendo um suite, banhe..."
430000,270,3,5,3,"Rua Vicente Linhares, Aldeota","Apartamento 3 quartos, com vista para o Parque do Cocó.Condomínio com salão de festas, elevador e 3 vagas de garagem.Próximo Shopping Iguatemi, redes de ensino, supermercados, acad..."
480000,80,3,3,2,"Avenida Padre Antônio Tomás, Cocó","apto com 80m2, vista definitiva para o parque do cocó, perto da padaria portugália, 3 quartos, sendo 2 suítes, ampla varanda gourmet, 2 vagas de garagem, estrutura de lazer complet..."
480000,161,3,4,2,"Avenida Dom Luís, Aldeota","Apto no coração de Aldeota, mobiliado, porteira fechada, com 161 metros, av Dom Luis , próximo a praça Portugal, Shoping Aldeota e Del Paseo, bancos , supermercados, universidades,..."
280000,69,3,2,1,"Damas, Fortaleza","O condomínio Rolim Veras, tem uma ótima localização no Bairro Damas,, com acesso ao Centro, Montese, Bairro de Fátima, Benfica. Também acesso ao metrô, mercado, bancos, colégio, fa..."
658214,96,3,3,2,"Rua Doutor Dr Costa Araújo, Fátima","Apartamento com 3 Dormitórios, 2 Suítes, 2 Garagens, 3 Banheiros, 1 Elevador, Ar Condicionado, Área de Serviço, Cozinha, Porcelanato.(*) valores podem sofrer alterações sem..."
350000,96,4,3,2,"Rua Antonina do Norte, Monte Castelo","O apartamento está localizado no bairro São Gerardo possui 96 metros quadrados com 4 quartos sendo 2 suites e 3 banheiros. Fica próximo a hospitais, padarias, hospitais, universida..."
479325,86,3,4,2,"Rua Odette Pacheco, Sao Gerardo","Apartamento no São Gerardo, com 86m², 2 vagas de garagem, andar médio.Excelente localização, próximo ao Polo de Lazer da Av. Sargento Hermínio, ao popularmente conhecido ""A..."
459999,120,4,3,2,"Rua Marcos Macêdo, Meireles","Edifício Strauss - Rua Marcos Macêdo, 794 - Aldeota- 4 quartos- 3 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um de noss..."
774000,123,3,3,2,"Cocó, Fortaleza","O apartamento está localizado no bairro Mucuripe tem 123 metros quadrados com 3 quartos sendo 3 suites e 3 banheirosPossui espaço jardinado, salão para festas e eventos, espaço..."
529999,74,3,3,2,"Rua Maria Tomásia, Meireles","Edifício Vivence - R. Maria Tomásia, 388 - Aldeota- 3 quartos- 3 banheiros- 2 vagas- Lazer Completo- ElevadorAgende sua visita com um de nossos cons..."
199900,75,3,2,1,"Engenheiro Luciano Cavalcante, Fortaleza","Apartamento Térreo , na melhor localização do Luciano Cavalcante.o imóvel possui 75 m² , distribuídos em :-sala de estar e jantar com sanca em gesso e projeto luminotéc..."
260000,74,3,2,1,"Rua Vinícius de Morais, Sao Gerardo","Apartamento com 74m², Sala Estar/Jantar, 03 Quartos sendo 01 Suíte, WC Social com Box Blindex, Cozinha, Area de Serviço, 01 Vagas de Garagem Coberta. Condominio Com Portaria 24hs,..."
650000,177,3,4,2,"Rua Marcos Macêdo, Aldeota","Apartamento próximo à Paróquia da Paz, Aldeota, com 177m², 03 suítes, sala para 03 ambientes, varanda, cozinha, área de serviço, dependência completa de empregada, 02 vagas de gara..."
238999,60,3,2,2,"Rua Professor Wilson Aguiar, Guararapes","Dunas - Rua Professor Wilson Aguiar, 2500- 3 quartos- 2 banheiros- 2 vagas- Aceita Financiamento- ElevadorAgende sua visita com um de nossos consult..."
549999,112,4,4,2,"Rua Barbosa de Freitas, Aldeota","Melbourne - Rua Barbosa de Freitas, 2561 - Dionisio Torres- 3 suítes + DCE- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita co..."
630000,180,4,3,2,"Rua Gonçalves Lêdo, Praia de Iracema","APARTAMENTO NA PRAIA DE IRACEMA - FORTALEZA/CEDE R$ 690.000,00 POR 650 MIL...... R$ 40.000,00 DE DESCONTO PARA VOCÊ!!!!!!!!!!Já pensou em morar em lugar cuja a janela,..."
505000,86,3,3,2,"Rua Artur Temóteo, Fátima",Apartamento a venda no Bairro de Fátima com 3 Quartos!Condomínio Saint Denis no Bairro de Fátima[ Condomínio Saint Denis ] – Que tal morar na melhor localização do Bair...
240000,92,3,1,1,"Rua Fiscal Vieira, Joaquim Tavora","Ed. Gemini R. Fiscal Vieira, 3192 com elevador Muito bem localizado próximo à Igreja do Menino Jesus da Av. Soriano Albuquerque.- 91,76m².- 3 dormitórios, sendo..."
370000,109,4,3,2,"Rua Doutor Ribamar Lobo, Fortaleza","Edifício Jatoba - Rua Dr. Ribamar Lobo, 430- 3 quartos + DCE- 3 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um de nossos..."
300000,113,3,2,2,"Rua do Canal, Fátima","Apartamento com 3 Dormitórios, 1 Suíte, 2 Garagens, 2 Banheiros, Área de Serviço, Banheiro Auxiliar, Cozinha americana, Dependência de Empregada, 14"
460000,68,3,2,2,"Rua Gustavo Augusto Lima, Patriolino Ribeiro","Localizado a próximo ao Shopping Iguatemi.Área privativa 68 m² com 03 Quartos (01 Suíte com Closet), Sala Estar/Jantar e Cozinha com Área de Serviço.02 Vagas de Gar..."
330000,92,3,1,1,"Rua General Silva Júnior, Fátima","CÓDIGO: (EXR) TR55822EDIFÍCIO MINISTRO MARCOS FREIREQue tal morar no melhor do Bairro de Fátima com com as melhores vantagens e condições para você, conheça o Edifí..."
170000,76,2,2,1,"Rua Tenente Moacir Matos, Montese","Apartamento no melhor do Montese, com toda infraestrutura nas proximidades, escolas, faculdades, shoppings, farmácias, supermercados. - 76,32 m² - 2 quartos sendo 1 suíte reversíve..."
562733,74,3,3,2,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante",APARTAMENTOSLuciano CavalcanteCom Área Construída de 74 m Terreno de 322.564 m- C 03 Qtos (Sendo 01 Ste)- Home Office- Sala 02 Ambientes- Varanda gourme...
380000,95,3,3,2,"Rua Ramos Botelho, Papicu",excelente apto localizado no papicu proximo ao hgf empreendimento 100% nascente -
549999,115,4,4,2,"Rua João Brígido, Aldeota","Condomínio Home Club - R. João Brígido, 1485 - Aldeota- 3 suítes + DCE- 4 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita FinanciamentoAgen..."
370000,55,2,2,1,"Rua Senador Pompeu, Fátima","melhor apartamento compacto do Bairro de Fátima.Unidades de 48m², 54m² e 68m²;Aparts. de 2 e 3 quartos c/ suíte...Clique em SAIBA MAIS e garanta o seu atendimen..."
479325,86,3,4,2,"Sao Gerardo, Fortaleza","Apartamento no São Gerardo, com 86m², 2 vagas de garagem, andar médio.Excelente localização, próximo ao Polo de Lazer da Av. Sargento Hermínio, ao popularmente conhecido ""Alicate""..."
210000,92,4,2,1,"Rua Conegundes Rodrigues, Montese","VENDO APTO NO MONTESE COM 82M, SENDO 3 QUARTOS 1 SUÍTE + DEPENDÊNCIA, 1 VAGA, PORTÃO AUTOMÁTICO, 1 ANDAR(ESCADA), VARANDA, EXCELENTE LOCALIZAÇÃO, CONDOMÍNIO R$ 150,00, IPTU R$ 58,0..."
230000,78,3,1,1,"Vila União, Fortaleza","Apartamento com área privativa de 77,50 m², 03 quartos sendo 01 suíte, móveis fixos, wc social, área de serviço, 01 vaga de garagem. Aceita financiamento, próximo ao Inmetro. -"
499000,111,3,3,2,"Dionísio Torres, Fortaleza","Apartamento no Dionisio Torres, com 2 vaga(s) / 3 dorm(s) / 2 suíte(s) / 110,50 área útil"
760000,118,3,4,2,"Rua Dom Expedito Lopes, Dionísio Torres","Prédio semi novo. A 100m da Av. Antonio Sales, Praça da imprensa, Av. Desembargador Moreira, Assembleia Legislativa, bancos, supermercados.Apartamento com: 3 suítes, 4 wcs,..."
687000,99,4,3,2,"Rua José Vilar, Aldeota","Edifício Residencial com 23 pavimentos : Área do terreno 2.664,39 . subsolo, térreo, pilotis com 04 apartamentos por3 elevadoresÁrea de lazer : Salão de festas, brinque..."
650000,122,3,4,2,"Rua Dois, Cidade dos Funcionários","Excelente apartamento com 122m, totalmente nascente, com 3 suítes e a possibilidade da 4 suíte. Lazer completo. Excelente localização no Parque Del Sol.QUADRA POLIESPORTIVA, DO..."
399000,108,3,4,2,"Rua Doutor Gilberto Studart, Cocó","Apartamento com área privativa de 107,51m² e área total de 170,60m², Com 3 suítes mais dependência de empregada completa02 vagas (Subsolo e térreo). Área de Lazer e comum com: Salã..."
230000,55,3,2,2,"Rua Ametista, Jacarecanga",O apartamento está localizado em uma rua calma do bairro Jacarecanga e possui 55 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros. Fica em um condomínio fechado.Eleva...
245000,76,3,1,1,"Maraponga, Fortaleza","Ótimo apartamento para morar já, 76m², 03 quartos sendo 01 suíte, 01 vaga. Pequena entrada com fgts e saldo financiado, para sair do aluguel já. -"
1104836,138,3,5,3,"Rua Jornalista César Magalhães, Guararapes","Apartamento no Guararapes, 138m², 3 Suítes, 3 Vagas, Home Office, Piscina, AcademiaImperator Residence – Apartamento no GuararapesVenha morar no melhor do Guararape..."
378999,80,3,3,2,"Rua Governador Manoel de Castro Filho, Guararapes","Condomínio Celebration - R. Gov. Manoel de Castro Filho, 100 - Edson Queiroz- 3 suítes- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Financiam..."
580000,139,3,1,3,"Joaquim Tavora, Fortaleza","Excelente apartamento com 139,20m², 03 quartos(sendo 02 suítes), closet, 02 varandas, nascente, DCE, salas de estar e jantar, wc. social, área de serviço, copa, despensa, salão de..."
249999,60,2,2,2,"Cidade dos Funcionários, Fortaleza",- 2 quartos sendo 1 suíte- 2 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334...
249999,60,2,2,2,"Cidade dos Funcionários, Fortaleza",- 2 quartos sendo 1 suíte- 2 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334...
249999,60,2,2,2,"Cidade dos Funcionários, Fortaleza",- 2 quartos sendo 1 suíte- 2 banheiros- 2 vagas- Aceita FinanciamentoAgende sua visita com um de nossos consultores!Atendimento no número (85)99208.7334...
230000,124,3,2,1,"Rua Doutor Manoel Rodrigues Monteiro, Praia do Futuro","Apartamento com excelente localização á 3 quadras da praia. Com 3 quartos sendo 1 suíte , banheiro social, piscina, deck, com área privativa de 124 m² e 1 vaga de garagem. -"
270000,266,5,4,2,"Rua Doutor Manoel Rodrigues Monteiro, Praia do Futuro II","Apartamento 5 quartos, 1 por andar, com belíssima vista panorâmica para a Praia do Futuro.- 3 suítes, maior com closet (a dependência foi invertida e transformada em 1 quarto)- sal..."
260000,120,3,3,1,"Rua São Mateus, Vila União",Amplo e belo apartamento de 120m² de área útil bem ventilado no bairro Vila União.Apartamento com:Cozinha com armários projetado;Copa;Quarto e banheiro de empregada...
510989,91,3,3,2,"Rua Leda Porto Freire, Parque Iracema","Você já imaginou morar em uma das regiões que mais cresce em Fortaleza?No Parque Iracema, você encontra o condomínio Portal de Ávila, um dos empreendimentos do complexo residen..."
199000,65,3,2,1,"Rua Romeu Martins, Montese","OPORTUNIDADE!!Apartamento perto de tudo no melhor do Montese, localizado a Rua Romeu Martins, com 3 quartos no 3 andar-apto 301 posição esta nascente total (100% Sombra), o apa..."
770000,91,3,3,2,"Avenida Washington Soares, Edson Queiroz","Apartamento com 3 quartos, 2 vagas, 91m², PRONTA ENTREGA - PROMOÇÃO Que tal morar no melhor do Edson Queiroz com as melhores vantagens e condições especiais para você, entã..."
445000,130,3,2,2,"Rua Catão Mamede, Aldeota",O Apartamento no bairro Aldeota 130 metros quadrados com 3 quartos sendo 1 suíte e 3 banheiros. 6 ANDARES 2 APARTAMENTOS POR ANDAR 2 ELEVADORES TOTAL DE UNIDADES 130 METROS 3 DORMI...
837000,111,3,3,3,"Rua Antônio Augusto, Aldeota",(DS)TR53578Luminus Condominium na Aldeota [ Luminus Condominium ] – Que tal morar na melhor localização da Aldeota com as melhores vantagens e condições de imóvel super...
350000,106,3,4,2,"Rua Tavares Coutinho, Varjota","Excelente apto super bem conservado perto , da melhor área gastronômica do bairro Varjota .Prédio com térreo mais 3 andares.sem elevador, cerca elétrica, câmera, interfone, condomí..."
465999,70,2,2,2,"Avenida Washington Soares, Engenheiro Luciano Cavalcante","[Isla Jardim Residence no Luciano Cavalcante ] – Venha morar no melhor do Guararapes com as melhores vantagens e condições especiais para você, além de grandes experiencias em conf..."
458100,90,3,3,2,"Fátima, Fortaleza","Qualidade, Conforto e segurança na melhor localização do Bairro de Fatima!2 torres, elevador, apartamentos com 2 varandas, 3 suites, lazer completo.Ultimas unidades...garan..."
590000,100,3,3,2,"Rua Silva Paulet, Aldeota","APARTAMENTO na AldeotaTODO PROJETADO.- Com Área de 100,00 m²- C/ 03 Quartos (sendo 02 Suites e 01 Reversível)- Sala 02 Ambientes- Piso Granito e Cerâmic..."
350000,88,3,2,2,"Rua Adualdo Batista, Cambeba","APARTAMENTO COM 88M², 02 SUÍTES, 01 QUARTO, 02 VAGAS, ARMÁRIOS, ÁREA DE SERVIÇO, SALÃO DE FESTA, PLAGROUND E PISCINA"
430000,101,3,4,2,"Varjota, Fortaleza","Apto amplo todo projetado com 3 suítes, lavabo, DCE, localização excelente, 1 vaga fixa + 1 rotativa Perto de tudo próximo ao Farias Brito da Dom Luiz."
525000,92,3,3,2,"Rua Gonçalves Lêdo, Praia de Iracema","Apartamento com área útil de 92m², sala em L, varanda, WC social, 3 quartos sendo 2 suítes, cozinha, área de serviço e 2 vagas de garagens.Edifício com 26 Pavimento, 3 apar..."
499000,79,3,3,2,"Avenida Santos Dumont, Papicu","Oportunidade! vendo apartamento com ótima localização, 06 unidades por andar, Papicu, com 78,50m², 03 quartos sendo 02 suítes, sala de estar/jantar, varanda, cozinha, área de servi..."
280000,74,2,2,2,"Avenida Prudente Brasil, Passaré","Lazer com academia, campo gramado, churrasqueira, deck, piscina adulto e infantil, praças, salão de festas e salão de jogos. Isso tudo perto do Horto Florestal de Fortaleza. Você e..."
370000,106,4,3,2,"Rua Doutor José Lourenço, Aldeota","apartamento com 106 m² 3/4 sendo 1 suite , mais Dependência de empregada, sala , cozinha, área de serviço, projetado, bem localizado na aldeota ao lado da FIEC.OBS: Gás não é c..."
630000,100,3,5,2,"Aldeota, Fortaleza","Apartamento com 100m² de área privativa. Andar alto, vista panorâmica para Cidade. Sala 3 ambientes com varanda, lavabo, 3 dormitórios, sendo 2 suítes, 1 reversível, gabinete, cozi..."
549000,80,3,3,2,"Edson Queiroz, Fortaleza","Excelente apartamento localizado próximo ao Centro de Eventos, Shopping Iguatemi, restaurantes, faculdades, principais vias de acesso de Fortaleza.Possui planta de 80 m2, são 3 qua..."
260000,76,3,1,1,"Rua Cônego Penafort, Amadeu Furtado",
550000,67,3,3,2,"Rua Torres Câmara, Aldeota",Apartamento a venda na Aldeota oportunidade com 67 m² 3 quartos 2 vagas RESIDENCIAL TORRES CÂMARA IRESIDENCIAL TORRES CÂMARA I[Residencial Torres Câmara I]: Que tal mor...
550000,75,3,3,2,"Rua Joaquim Nabuco, Fortaleza","Firenze Residence - Rua Joaqum Nabuco, 133 - Cocó- 3 suítes- 3 banheiros- 2 vagas- Lazer Completo- ElevadorAgende sua visita com um de nossos consul..."
479999,120,4,4,2,"Rua Monsenhor Bruno, Dionísio Torres","Edifício Dr. Valdenir Maia - R. Monsenhor Bruno, 2320 - Joaquim Távora- 4 quartos- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua vi..."
480000,76,3,2,2,"Rua Monsenhor Carneiro da Cunha, Engenheiro Luciano Cavalcante",Excelente apartamento de 76m² com lazer incrível.2 opções em andar alto. Totalmente nascente! Vista linda!Hidromassagem Guarita blindada Piscina para adultos Pi...
430000,94,3,2,2,"Rua Doutor José Frota, Varjota","Próximo a Av. Beira Mar, Condomínio encravado em terreno com quase 5.000 m², 2 torres.Excelente área de lazer com park aquático, deck com churrasqueira, quadra poliesportiva, p..."
629000,91,3,3,2,"Avenida Washington Soares, Edson Queiroz","(LL) TR15197Que tal morar no melhor do Edson Queiroz com as melhores vantagens e condições especiais para você, então apresentamos a você o SOHO RESIDENCIAL um empreendimen..."
360000,116,3,2,2,"Rua Jaguaretama, Aldeota","116,00 metros, 3 quartos, 1 suíte, nascente, armários, granito, DCE de Empregada, 2 vagas paralelas, próximo ao Ginásio Paulo Sarasate. Arteniês.. -"
590000,89,2,3,2,"Rua Nunes Valente, Meireles","Duas torres, duas ilhas pertinho da Beira Mar, na Rua Nunes Valente. Já na cobertura, você pode aproveitar horas de lazer graças a uma estrutura com churrasqueira, copa e banheiros..."
340000,71,3,1,2,"Rua Professor Frota Pinto, Engenheiro Luciano Cavalcante","O apartamento no bairro Engenheiro Luciano Cavalcante com 71 metros quadrados com 3 quartos sendo 2 suítes e 1 banheiro. A alguns minutos de museus, transporte coletivo, hospitais,..."
170000,47,2,2,1,"Rua Governador João Carlos, Serrinha","EXCELENTE LANÇAMENTO DE APARTAMENTOS NA SERRINHALocalizado próximo a Avenida Silas Munguba e próximo a UECE!A poucos minutos do Aeroporto, Shopping Parangaba, Supermerc..."
500000,97,3,3,1,"Rua Ana Bilhar, Meireles","Apartamento, Área de : 97.4m², , 3 dormitórios, 2 suítes, 1 garagem, Acabamento em Gesso, Ar Condicionado, Armário Área De Serviço, Armário Banheiro, Armário Cozinha, Armário Dorm...."
735000,96,3,4,2,"Rua Conselheiro Tristão, José Bonifácio","EDIFÍCIO CRISTAL XIIApartamentos – Área Privativa : 96,85m²» 03 Suítes | Sala de Estar e Jantar | Cozinha com Área de Serviço | Varanda | 02 Vaga de Garagem.Que tal mor..."
350000,68,2,2,1,"Avenida Historiador Raimundo Girão, Praia de Iracema","Apartamento, Área Total: 68m², 2 dormitórios, 1 suíte, 1 garagem, Armário Closet, Banheiro Social, Bar, Churrasqueira, Elevador privativo, Piscina Adulto, Playground, Salão de Fest..."
190000,81,3,2,1,"Jardim América, Fortaleza","imóvel com ótima localização, próximo ao supermercado extra. apartamento grande, com sala em dois ambientes, três quartos sendo uma suite, todos os quartos com armário embutidos, g..."
590000,117,3,1,2,"Salinas, Fortaleza","Excelente apartamento com área privativa de 117 m², 03 suítes, closet, ampla sala com varanda, wc social, DCE, móveis fixos, 02 vagas de garagem. Área de lazer com piscina, deck co..."
550000,126,3,4,2,"Dionísio Torres, Fortaleza",
484999,95,3,3,2,"Rua 4, Parque Iracema","Condominio Portal de Málaga - R. Mauro Freire, 300 - Parque Iracema- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Fi..."
599000,115,3,4,2,"Rua Silva Paulet, Dionísio Torres","- 114 m²- 3 suítes, sendo 1 reversível- Dependência com banheiro- Ampla sala- 2 varandas- Piso porcelanato.- Cozinha grande.- Área de serviço- Nasce..."
620000,125,3,5,3,"Rua Doutor José Lourenço, Joaquim Tavora","Bem localizado Próximo as Avenidas Barão de Studart e Rui Barbosa!Nascente Total .Área Privativa de 125 m² com 03 Suítes (Master com Closet e Varanda), Sala Estar/J..."
420000,133,4,4,2,"Rua Joaquim Nabuco, Aldeota","Residencial Imira - R. Joaquim Nabuco, 3245 - Dionísio Torres- 3 suítes + DCE- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita..."
235000,67,3,2,2,"Rua General Onofre, Mondubim","Você deseja morar em um apartamento cheio de atributos? Aqui está!!Apartamento à menos de 100m da Av Godofredo Maciel, perto de tudo. Possui 3 quartos, sendo 2 suítes (..."
549999,75,3,3,2,"Travessa Antônio Augusto, Fortaleza","Condominio Piazza Coliseu - Rua Antônio Augusto, 70 - Meireles- 3 quartos sendo 1 suíte- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Financia..."
